old_linkedin_url,new_linkedin_url,company_website,company_name,company_phone,company_size,employees_on_linkedIn,company_description,line1,line2,city,geographicArea,postalCode,country,headquarter,company_founded,company_specialities,company_type,company_location_primary,industry
https://www.linkedin.com/company/11410761,https://www.linkedin.com/company/abcspor,http://www.abcspor.com,ABC Spor,,51- 200 employees,2 on LinkedIn,"Medyanın güç odağı olması sebebiyle, haber gibi tek gerçek olan bir durum bile etki ve baskı altında deforme edilirken, yorum gibi zaten sübjektif olan bir konunun deforme edilmeme olasılığı yoktur. 

Bu gelişmeler ışığında haberden ziyade, haberi hiçbir baskı ve etki altında kalmadan doğru şekilde yorumlayacak ve okuyucuya ulaştıracak bir platforma ihtiyaç duyulur hale gelmiştir. 

ABCSPOR  yazmaktan keyif alan,  kendi yorumlarını, spor ile ilgili paylaşmaya değer buldukları konuları dile getirdiği bir platform.olarak kuruldu. 

ABCSPOR’da, sadece futbol ve basketbol değil, sporun her türlüsü, tarafsız yorumlarla elden geldiğince sizinle paylaşıyor.",-,,Montreal,Quebec,H9S 1A9,CA,"Montreal, Quebec",2014,"spor, haber",Privately Held,"-, Montreal, Quebec, H9S 1A9, CA",Newspapers
https://www.linkedin.com/company/890863,https://www.linkedin.com/company/abf-the-soldiers%27%E2%80%8B-charity,https://soldierscharity.org,ABF The Soldiers'​ Charity,02079018900,51- 200 employees,120 on LinkedIn,"The official LinkedIn page of ABF The Soldiers' Charity - the British Army’s national charity. We support soldiers, veterans and their families, for life.

The scope of our work is huge. Half of our money is given direct to individuals to help in areas such as debt relief, mobility assistance, education bursaries, care home fees and respite breaks. The other half is given as grants to other charities and organisations.

Follow us:
www.facebook.com/soldierscharity
www.twitter.com/Soldierscharity
www.instagram.com/soldierscharity/",Mountbarrow House,6-20 Elizabeth Street,London,,SW1W 9RB,GB,"London, None",1944,"Welfare, Grants, Veterans, Soldiers, Fundraising, Events, British Army",Nonprofit,"Mountbarrow House, 6-20 Elizabeth Street, London, SW1W 9RB, GB",Non-profit Organization Management
https://www.linkedin.com/company/10729470,https://www.linkedin.com/company/abi-garage-doors,http://abigaragedoors.co.uk,ABi Doors,0808 196 0637,11- 50 employees,6 on LinkedIn,"ABi Doors is an independent business based in Leeds, West Yorkshire, that operates throughout the North of England. The company was established in 1989 by industry veteran Steve Pierce, who has over 40 years'​ experience in the garage door and construction sectors.

We specialise in the supply and installation of garage doors, entrance doors, awnings, garage side doors and garage door automation, spare parts and repairs.

As a family-run organisation, we have relationships with all the leading manufacturers. This allows us to offer a range of options to suit our customers’ needs without compromising on quality.

All members of our staff take great pride in the level of their workmanship. Our engineers are fully trained with recognised qualifications and we are committed to a programme of continued development.

We are a Hörmann main dealer and certified installer, an SWS UK approved distributor and installer and a Cedar Door authorised installer, as well as a certified Which? Trusted Trader.

In addition to supplying, installing and repairing the latest in garage and entrance door technology to private customers and homeowners, we are specialist suppliers to the trade market too. We install and supply doors for multiple national house builders, local authorities and other door companies and possess many years’ experience working with architects, plans, specifications, drawings and self-build projects.

In caring about our planet and taking our environmental responsibility seriously, we are members of the ECO Stars (Efficient and Cleaner Operations) Fleet Recognition Scheme. All our timber products are FSC certified and we have a full environmental policy.

To finish, our after-sales service is second to none. We work closely with our partner manufacturers to support their warranty programs and have a dedicated technical support and spares department. We also produce a number of our own publications, how-to videos and info sheets to support the products we sell.",159 - 163 Buslingthorpe Lane,,Leeds,West Yorkshire,LS7 2DQ,GB,"Leeds, West Yorkshire",1989,"Garage Doors, Sectional Garage Doors, Up & Over Garage Doors, Roller Garage Doors, Side Sliding Garage Doors, Side Hinged Garage Doors, Timber Garage Doors, Garage Side Doors, Wicket Doors, Front Doors, Composite Front Doors, Steel Front Doors, Aluminium Front Doors, Awnings, Patio Awnings, Pergolas, Pergola Systems, Garage Door Automation, Garage Door Spare Parts, Garage Door Repairs",Privately Held,"159 - 163 Buslingthorpe Lane, Leeds, West Yorkshire, LS7 2DQ, GB",Construction
https://www.linkedin.com/company/10827113,https://www.linkedin.com/company/abpconsultancy,http://www.abpconsultancy.com,ABP Consultancy,,51- 200 employees,97 on LinkedIn,"We are a consultancy company specialised in developing tailored and “fit for purpose” digital experiences.
​
We built and continue to grow a dynamic and motivated team with a holistic knowledge that enables us to provide an extensive set of services that covers all key methodologies and technologies of process management. ABP is recognised by clients, partners and analysts as one of the top players in the Business Process Management (BPM) market.

We have a strong background based on years of hands-on projects on the customer side that we leverage an essential foundation for our approach as vendors.

We believe that processes are the heartbeat of any organisation. Delivering end-to-end processes provide a holistic view that enables tangible performance metrics, continuous improvement, and engaging user experiences.
​
As a result of our background, as customers and vendors, we developed the concept of Intelligent processes merging traditional process management discipline with other key capabilities applied to specific process tasks. The systematic application of this method takes operational efficiency and continuous improvement to new levels.",Chesilton Road,Fulham Park House 1A,London,England,SW6 5AA,GB,"London, England",2014,"Robotics, BPM, AI, Content Management, Document Capture, Automation, Transformation",Privately Held,"Chesilton Road, Fulham Park House 1A, London, England, SW6 5AA, GB",Information Technology & Services
https://www.linkedin.com/company/2881412,https://www.linkedin.com/company/absolute-digital-media,https://absolute.digital,Absolute Digital Media - We're Hiring!,0800 088 6000,11- 50 employees,47 on LinkedIn,"Whilst others talk, we act 💥 We're on a mission to become the best independent digital marketing agency in the UK with our services at the core of our success: SEO, Digital PR and PPC. 2021 Large Integrated Digital Agency of the Year & Integrated Search Campaign of the Year winners. Are you ready to take your marketing up a notch?

Drop us an email hello@absolute.digital or call 0800 088 6000 to speak to one of our expert team, today.",35 New Broad Street,,London,,EC2M 1NH,GB,"London, None",2008,"SEO, PPC, PR",Privately Held,"35 New Broad Street, London, EC2M 1NH, GB",Marketing & Advertising
https://www.linkedin.com/company/1570110,https://www.linkedin.com/company/acceleratedintelligence,http://acceleratedintelligence.co.uk,Accelerated Intelligence,,11- 50 employees,39 on LinkedIn,"Accelerated Intelligence, or Ai for short, is an integrated media agency that works with entertainment companies, global brands, notable individuals and PR agencies. We are a small but highly experienced and passionate team of editors, developers, designers, PRs and social media experts who specialise primarily in creating groundbreaking multi-media launches, content and social strategies. Though we specialise in digital and social media we work on all platforms and in all media, depending on the needs of our clients. Much of our work is ""white labelled""​ on behalf of other digital or PR agencies who we act as advisors for, often supporting them and their clients in the background.
We are very proud to work on some of the most beloved film franchises and brands in history including Star Wars, Marvel and 007.","10-11 Archer St, Soho, London",,London,England,W1D 7AZ,GB,"London, England",2008,"Content Creation, Digital Marketing, Social Media, Editorial",Privately Held,"10-11 Archer St, Soho, London, London, England, W1D 7AZ, GB",Marketing & Advertising
https://www.linkedin.com/company/76646919,https://www.linkedin.com/company/acquastonedesign,https://www.acquastone.com,Acquastone,03303800673,11- 50 employees,5 on LinkedIn,"🏆Winner of 'Home & Garden Awards 2019' (Best Bathroom & Ceramic Tiling Company)
🏆Winner of 'Best of Houzz Service 2020 & 2021'
🏅Shortlisted for 'Michelmores Best Residential Project of the Year'

📰 Featured in Time & Leisure Magazine December 2019 
📺Featured on Channel 4, selected by the interior design team to specify and deliver a beautiful Hague Blue Shaker Kitchen & Bathroom for George Clarkes 'Old House New Home' Show

At Acquastone we are the UK's leading supplier of Architectural tiles, Bathrooms, Kitchens, Interior & Exteriors for both residential and commercial projects. We supply nationwide and provide 2D and 3D Cad drawings as well as in depth conferencing to help our clients visualise their final design. Our clients include developers, architects, interior designers as well as residential end users. Contact our team or visit our website and we will be delighted to offer a free design service and specify our services/products for your inspirations and projects.

🌎 The passion for delivering against our clients' projects is driven by the social project work we do. We work with partners to fund water projects in some of the worlds most destitute locations, providing water pumps that will facilitate clean drinking water in communities where it is needed most.",Centre Court Shopping Centre,Unit 226,London,Wimbledon,SW19 8YE,GB,"London, Wimbledon",2017,"Design, Interior & Exterior, Bathrooms & Kitchens, Architectural Tiles",Privately Held,"Centre Court Shopping Centre, Unit 226, London, Wimbledon, SW19 8YE, GB",Design
https://www.linkedin.com/company/1672007,https://www.linkedin.com/company/acquis-insurance-management,http://www.acquisinsurance.com,Acquis,+44 (0)1633 811920,51- 200 employees,72 on LinkedIn,"Acquis is an independent insurance broker and administrator providing specialist insurance solutions to the finance and leasing industry.

Acquis structures individual insurance products to meet its clients'​ key business requirements, whether they are a multinational bank-owned funder, a manufacturer captive finance company or an independent.   Acquis customises marketing methods, underwriting options and programme structures to support its clients'​ success. 

Acquis Insurance Management Ltd is authorised and regulated by the Financial Conduct Authority.","Integra House, Vaughan Court",,Newport,Gwent,NP10 8BD,GB,"Newport, Gwent",,"Insurance Management, Pan-European Insurance Solutions, Leased Equipment Insurance",Privately Held,"Integra House, Vaughan Court, Newport, Gwent, NP10 8BD, GB",Insurance
https://www.linkedin.com/company/22028761,https://www.linkedin.com/company/acrinax-ltd,http://www.acrinax.com,acrinax,0330 380 1011,11- 50 employees,14 on LinkedIn,"acrinax believe in delivering awesome customer experience solutions - but how?

🎯 Focus
objections and challenges change our direction, they don't stop progress

🏁 Integrity
we do the right thing, by our team and our customers

⭐️ Awesomeness
we go beyond in effort, ownership and innovation

🏆 Quality
as my Nan says ""do it right first time""

💙 Team First
creating a great environment for our team to work and grow

💛 Customer obsessed
working relentlessly to deliver a great service to our customers",10 Bloomsbury Way,,London,England,WC1A 2,GB,"London, England",2015,"CX, Telephony, Genesys, ITSM, Consultancy, Verint, Speech Analytics, Gamma, Social engagement, Omni Channel, purecloud, Cloud, awesome, customer, omni channel, WFO",Privately Held,"10 Bloomsbury Way, London, England, WC1A 2, GB",Information Technology & Services
https://www.linkedin.com/company/1833885,https://www.linkedin.com/company/actegy-health-ltd,http://www.revitive.com,Actegy Health,,51- 200 employees,71 on LinkedIn,"Powered by science inspired by you...

Here at Actegy, we believe that everybody deserves to feel positive about their health. We design, develop and market drug-free healthcare technologies which improve the health, well-being and the lives of the people who use them.   Marketed under the 'REVITIVE'​ brand name, we intelligently harnesses the power of science to bring you innovative and effective home healthcare products, which are proven to work.

A proven reputation with leading retailers around the world, Actegy has achieved huge growth internationally since first launching in 2003.  With the Global HQ based in the UK, the business has received a number of  accolades including being ranked for three years running as one of the UK's fastest growing companies.  This growth has been driven by successful omni-channel sales in the USA, Canada, Australia, UK and Europe; predominantly in retail pharmacy, consumer electronics retailers, Amazon, and direct-to-consumer DRTV.  The US corporate office is located in Indianapolis, Indiana.

Our Vision:
Everyone with an age, lifestyle or disease related symptom in the developed world uses our drug-free REVITIVE products to improve their everyday health.

Our Mission: 
We deliver a lasting positive impact on everyday living by building superior consumer healthcare products that are both innovative and therapeutic.

Our Values
• Innovative
• Relentless
• Agile
• Integrity",Western Road,1 West Point,Bracknell,Berkshire,RG12 1HJ,GB,"Bracknell, Berkshire",2003,"medical devices, pharmacy, retail, multi-channel, direct response, respiratory health, vascular health, Revitive, Aerosure, drtv, consumer health, consumer medical, consumer products, direct to consumer, connected health, consumer goods, broadcast media",Privately Held,"Western Road, 1 West Point, Bracknell, Berkshire, RG12 1HJ, GB",Consumer Goods
https://www.linkedin.com/company/139796,https://www.linkedin.com/company/activeops,https://www.activeops.com,ActiveOps,,51- 200 employees,209 on LinkedIn,"ActiveOps, A Management Process Automation Software Company 

Operations management is getting harder. Technological advancements, unpredictable markets, and evolving customer expectations are putting pressure on managers to make certainty out of confusion, respond faster to changes, and maximize employee productivity – without overworking them.

That’s the challenge that ActiveOps helps organizations solve – turning operational management from a guessing game into a source of efficiency and value. We are the market leaders in management process automation: our smart software gives managers the information and insight to make decisions that deliver the levels of operational performance which match their company’s ambition. 

ActiveOps is able to deliver this because we’ve focused on the challenges of managing complex operations in labor- and knowledge-intensive industries such as banking, insurance and related service outsourcing providers with AI and Machine Learning technologies. That experience led us to develop Active Operations Management, our operational management methodology that underpins our approach to management process automation. It means our solutions can provide advanced decision support, forecasting, planning and comprehensive situational awareness at a global and local level. Our customers see farther, know more and move faster. 

Our platform – including Workware+, the Active Operations Management (AOM) Method and OpsIndex – provides real-time employee productivity monitoring and workforce management technologies for a 360° view of your operations – both digital and human. ActiveOps can transform your operational effectiveness and embed improvements in your processes to manage whatever challenges lie ahead. By providing managers access to data and insight at the right time, in the right context, enables them to transform productivity, secure employee wellbeing and create a platform for confident, constant transformation and market leadership.",One Valpy,20 Valpy Street,Reading,Berkshire,RG1 1AR,GB,"Reading, Berkshire",2005,"Capacity Planning, Operations management training, Back Office Workforce Optimization, Operations Management, operational excellence, Workforce Management, digital transformation, Digital Operations, Performance Management, capacity management, workforce optimization, digital operations, Employee Productivity Monitoring, Innovation, Digital Operations Management",Public Company,"One Valpy, 20 Valpy Street, Reading, Berkshire, RG1 1AR, GB",Information Technology & Services
https://www.linkedin.com/company/1312063,https://www.linkedin.com/company/acumen-commercial-insights-ltd,http://www.acumenci.com,Acumen - Smart Revenue Management,,11- 50 employees,50 on LinkedIn,"We are a revenue management consultancy, helping leading FMCG companies make smarter, more profitable decisions through a combination of pricing, promotions, and mix management.

Whilst our expertise is within change management, optimising our clients'​ revenue management processes; we are also a specialist software provider of pricing and promotions solutions.

Acumen Invest is a cross-functional TPM/O solution that makes you more profitable by transforming the way you plan, review, and optimise your promotions so you can do more of the good, and less of the bad. Acumen Radar gives you visibility of your pricing and investments today, and helps you plan and optimise for the future.",25 Wilton Road,,Victoria,England,SW1V 1LW,GB,"Victoria, England",2006,"Revenue Management in Consumer Goods, Trade Promotion Management, International Customer Management, Trade Promotion Optimization, Pricing and Investment Design, consulting , Revenue management consulting, analytics applications, international revenue management, risk simulation, in-depth analysis ",Privately Held,"25 Wilton Road, Victoria, England, SW1V 1LW, GB",Computer Software
https://www.linkedin.com/company/10193052,https://www.linkedin.com/company/actcharity,http://www.act4addenbrookes.org.uk,Addenbrooke's Charitable Trust (ACT),,11- 50 employees,108 on LinkedIn,"Addenbrooke's Charitable Trust (ACT) is the only registered charity dedicated to supporting innovation in patient care across Cambridge University Hospitals NHS Foundation Trust, which runs Addenbrooke’s and the Rosie hospitals. 

The hospitals have earned the reputation of being among the world's best academic healthcare organisations, and ACT's aim is to support those achievements by raising funds for cutting edge technology, additional specialist staff, environmental enhancements and extra comforts for patients that make all the difference.  We also provide seed funding for early stage research projects, supporting the hospitals'​ clinical academics keen to embark on a research career. This funding then often leverages more ambitious research funding opportunities, and as such can be an essential component in identifying global cures and advances in treatment.

With the help of our supporters, ACT has been able to fund a broad range of projects and services across the hospitals, including raising funds to transform cancer and children’s services, further our research programme, facilitate innovative new projects and provide small comforts that can mean so much to patients every day.

Registered charity number: 1170103","Box 126, Addenbrooke's Hospital",Hills Road,Cambridge,Cambridgeshire,CB2 0QQ,GB,"Cambridge, Cambridgeshire",2005,,Nonprofit,"Box 126, Addenbrooke's Hospital, Hills Road, Cambridge, Cambridgeshire, CB2 0QQ, GB",Fundraising
https://www.linkedin.com/company/667755,https://www.linkedin.com/company/adf-milking-limited,http://www.adfmilking.com,ADF Milking Ltd,+44 (0)1243 814030,11- 50 employees,33 on LinkedIn,"The Automatic Dipping and Flushing system is a multi-award winning product that is helping farmers improve the health of their herds. It saves time and increases the efficiency of the milking parlour.

Traditional post-milking routines are not only time consuming but disruptive to milking and can be prone to human error.

By automating the dip and flush process ADF's simple and robust system automatically applies 'dip'​ (emollients and sanitiser) to cows'​ teats immediately after milking. The teat cups are then automatically rinsed and disinfected ready for the next cow.

Improved cow health saves money, increases milk yield and saves time.",1 Camelia Court,Shellbridge Road,Slindon,West Sussex,BN18 0LT,GB,"Slindon, West Sussex",2004,,Privately Held,"1 Camelia Court, Shellbridge Road, Slindon, West Sussex, BN18 0LT, GB",Dairy
https://www.linkedin.com/company/139300,https://www.linkedin.com/company/adlib,http://www.adlib-recruitment.co.uk,ADLIB Recruitment,0117 926 9530,11- 50 employees,75 on LinkedIn,"We are an employee-owned Recruitment Agency operating within the Technology, Data, Engineering, Science, Sustainability, eCommerce, Marketing and Design sectors.

Proudly B Corp certified. Our mission and impact go far beyond recruitment.

We connect ambitious organisations with equally ambitious talent. We immerse ourselves in the worlds we operate in. A trusted partner, supporting growth and success at pace since 2001.

Our highly respected and experienced team is regularly called on to share their unrivalled knowledge and bring the finest talent together with ambitious start-ups, thriving SMEs, agencies of all shapes and sizes, challenger brands and global organisations.

www.adlib-recruitment.co.uk

purpose driven | knowledgeable | honest | progressive | dedicated

🌐  www.adlib-recruitment.co.uk
✉️ hello@adlib-recruitment.co.uk
📞 0117 926 9530
@adlibrecruit",3rd Floor,St Bartholomews House,Bristol,Bristol,BS1 2NH,GB,"Bristol, Bristol",2000,"Marketing & Communications Recruitment, Creative Recruitment, Digital Technology Recruitment, Digital Recruitment, Digital Marketing Recruitment, Search & Selection, Talent Finding, Salary & Benchmarking, Market Mapping, eCommerce Recruitment, Employee Engagement, UX & UI Recruitment, Digital Transformation & Change Recruitment, Data Recruitment, Agency Recruitment, Digital Change & Transformation Recruitment, Insight, Data & Analytics Recruitment, Marketing & Agency Recruitment, Technology Recruitment, eCommerce Recruitment, Project Management Recruitment, Product Management Recruitment, UX Recruitment, Science Recruitment, Engineering Recruitment, Pharmaceuticals Recruitment, Design Recruitment, Sustainability Recruitment",Privately Held,"3rd Floor, St Bartholomews House, Bristol, Bristol, BS1 2NH, GB",Staffing & Recruiting
https://www.linkedin.com/company/3854668,https://www.linkedin.com/company/adsoxford,https://www.adsoxford.co.uk,ads creative solutions,01993 885122,11- 50 employees,10 on LinkedIn,"Creative, advertising & digital agency in Oxford. Helping clients tell their story for over 30 years. 

Our in-house team of skilled marketing specialists take a methodical approach to understanding your requirements and finding the best digital, design and marketing solutions. Whether you need support to develop an overarching marketing strategy and programme of campaigns or simply help with a one-off project, all of our work is underpinned by creative thinking, marketing know-how and attention to detail.

We pride ourselves on being friendly and approachable and can be relied upon to deliver marketing campaigns on time and within budget. We have been retained by numerous clients for many years, building mutual trust and working collaboratively, as if we are part of their team.

Equally, feedback from new clients often centres on how quickly we immerse ourselves in a business to truly understand issues and set goals, present new ideas, plan persuasive campaigns and deliver a real return on investment.

💬  WhatsApp us on 01993 885122",Blenheim Palace Sawmills,Combe,Combe,Oxfordshire,OX29 8ET,GB,"Combe, Oxfordshire",1988,"Graphic Design, Exhibition & POS, Marketing Material, Branding, Web Development, E-commerce Websites, Web Hosting, Digital Marketing, Email Marketing, Video Production, Social Media Management, Pay Per Click, Marketing Campaigns, Media Buying, Event Management, PR & Copywriting",Privately Held,"Blenheim Palace Sawmills, Combe, Combe, Oxfordshire, OX29 8ET, GB",Marketing & Advertising
https://www.linkedin.com/company/2644566,https://www.linkedin.com/company/aduna-ltd,http://www.aduna.com,Aduna Superfoods,02071004329,11- 50 employees,13 on LinkedIn,"Aduna is an Africa-inspired health food brand and social business. Our mission is to bring you the natural vitality of Africa’s superfoods, while creating sustainable livelihoods for rural households.

OUR PRODUCTS
Our super-delicious and naturally nutritious superfood powders, grains and teas are the perfect-way to super-charge your day.

OUR IMPACT
To date, we have created sustainable incomes for 2,000 baobab producers in Northern Ghana and hundreds more producers across the continent - and we are only at the beginning of our journey. Every purchase makes a real difference.

OUR BRAND
Aduna means ‘life’ or ‘world’ in Wolof, the local language of Senegal and The Gambia where our co-Founders discovered their passion for Africa. Our logo is borrowed from a Ghanaian Adinkra symbol called 'Owia Kokroko'​, which stands for vitality, renewal, and the power of the sun. Our brand and products breathe the vibrancy of Africa into the daily lives of people all over the world creating a virtuous circle of positive impact.

CONNECT WITH US
Join The Aduna Feel Good Tribe! For our latest news, exclusive offers, wellness advice and recipes, sign up to our newsletter via our website www.aduna.com or follow us on social media:

https://www.facebook.com/adunaworld
https://www.twitter.com/adunaworld
https://www.instagram.com/adunaworld/
https://uk.pinterest.com/adunaworld/","Aduna Ltd, 2.19 Chester House","Kennington Park, 1-3 Brixton Road",London,Greater London,SW96DE,GB,"London, Greater London",2011,"Health, Food, Wellness, Beauty, Social business, Retail, Purpose-Driven, Africa, Ethical, Tea, Superfoods, Social impact",Privately Held,"Aduna Ltd, 2.19 Chester House, Kennington Park, 1-3 Brixton Road, London, Greater London, SW96DE, GB",Food & Beverages
https://www.linkedin.com/company/87596,https://www.linkedin.com/company/advorto,http://www.advorto.com,Advorto,,11- 50 employees,11 on LinkedIn,"Advorto was founded in 1998 and is now one of Europe's leading providers of talent recruitment systems which are available globally to help organisations improve their human resourcing.

Advorto has delivered over 200 talent recruitment solutions for some of the World's largest organisations including Lloyds Banking Group, Microsoft and Virgin.

We build innovative recruitment systems and our business is based on these four values:

- Create ""best of breed""​ recruitment software that works simply.
- Adapt our applications to suit our clients.
- Price honestly and clearly.
- Give service and support as we would like to receive it.

All Advorto products are delivered online as SaaS solutions through the ""cloud""​ and are compatible with all popular HRIS and ERP systems.

Our international network of partners and consultants bring specialised industry focus and local knowledge to implement and support our systems in their markets.",14 Greville Street,,London,,EC1N 8SB,GB,"London, None",1998,"Specialist eRecruitment Systems Provider, Corporate Applicant Tracking System Provider, Applicant Tracking, Applicant Tracking Software, Applicant Tracking System, e-Recruitment, Online Recruitment, Recruitment Software, Recruitment Solutions",Privately Held,"14 Greville Street, London, EC1N 8SB, GB",Information Technology & Services
https://www.linkedin.com/company/18270192,https://www.linkedin.com/company/adylic,http://www.adylic.com,Adylic,,51- 200 employees,145 on LinkedIn,"Adylic is OMG's Dynamic Creative Optimisation (DCO) specialist, enabling brands to deliver audience-first, data-driven creative, personalised to users across Display, Video and Social channels.

Adylic uses data triggers, such as audience, demographic, behavioural and contextual signals, to inform and deliver hyper-personalised ads, in real-time and optimised to a brand’s KPIs. 

Through individually crafted client learning agendas, Adylic drives creative insight into the content creation and audience planning process – something which has been absent in digital paid media for years. In addition to DCO solutions, Adylic provides programmatic rich media production capabilities to brands, creative and planning teams.","Bankside 2, 90-100 Southwark Street",,London,,SE1 0SW,GB,"London, None",2016,,Public Company,"Bankside 2, 90-100 Southwark Street, London, SE1 0SW, GB",Marketing & Advertising
https://www.linkedin.com/company/18450661,https://www.linkedin.com/company/campo-di-serie-a,,意甲大本營 Il Campo di Serie A,,2- 10 employees,1 on LinkedIn,"Ciao, we are 意甲大本營 Il Campo di Serie A, an online media platform aims to promote Italian football and culture in Hong Kong. 

Cause: 
Recently, the quality of Serie A is growing. However, there are few Chinese media focusing on Italian football. On the other hand, thanks to the Golden Era of Serie A, the ‘calcio’ fan base in Hong Kong is always strong and the fans were longing for a high-quality platform for them to express their love of Italian football. Therefore, we decided to create ’意甲大本營 Il Campo di Serie A’, an online platform aims to establish an ‘Italian football’ community in Hong Kong. 

Rebranding from 意甲路邊社 HK Serie A WFC
Previously, we were under the name ‘意甲路邊社 HK Serie A WFC’. However, since the support and enthusiasm in Hong Kong are growing rapidly, the nature of Serie A WFC, a media page, is not enough for the community in Hong Kong.Therefore, we decided to rebrand our media platform and provide more diverse contents to our audience. Thanks to the effort from our team and the support of local media, we have established networks among Hong Kong, Macau, England and Italy. 

Our aims:
‘Campo’ in English means ‘field’ or ‘camp’. At the beginning of Italian football, before the appearance of ‘stadio/stadium’, ‘campo’ is a public space where football was played while different people met up to share their interest and passion. We hope to continue this tradition and create an open space for fans to communicate. 
We want to present not merely football, but also the history & culture behind Italy. Since the Italian football fans in Hong Kong admire Italy greatly, we hope that we could establish a friendship between Italy and Hong Kong. Meanwhile, we also hope to promote the Italian community in Hong Kong to our Chinese audience. 

",Other,,Hong Kong,Hong Kong,N/A,HK,"Hong Kong, Hong Kong",2017,,Nonprofit,"Other, Hong Kong, Hong Kong, N/A, HK",Sports
https://www.linkedin.com/company/634801,https://www.linkedin.com/company/afc-wimbledon,http://www.afcwimbledon.co.uk,AFC Wimbledon,,51- 200 employees,178 on LinkedIn,"AFC Wimbledon is a professional English football club affiliated to both the London and Surrey Football Associations playing in the English Football League 1 

AFC Wimbledon is a continuation of the former Wimbledon Football Club, which no longer exists after the franchising of its league place to Milton Keynes. The club was formed by fans who refused to follow the Midlands based club and decided to form their own. Since its re-birth in 2002 AFC Wimbledon has been promoted six times and won three league championships, three promotion play-off finals and two cups.

AFC Wimbledon is owned by the fans through a mutual member industrial and provident society known as 'The Dons Trust'​. Control is exercised by the Dons Trust through its majority ownership of shares in AFCW PLC. 

AFCW PLC is a limited company formed in 2003 to raise funds to purchase Kingsmeadow Stadium where the club was based from 2002-2019. 

Largely down to the fundraising feats and drive of the Dons fans we recently moved into our newly built stadium at Plough Lane, back home in Wimbledon. ",Plough Lane,,Wimbledon,London,SW17 0BW,GB,"Wimbledon, London",1889,"Football, Sports, community, football business, hospitality",Public Company,"Plough Lane, Wimbledon, London, SW17 0BW, GB",Sports
https://www.linkedin.com/company/2683052,https://www.linkedin.com/company/agency-express-limited,https://linktr.ee/AgencyExpress,Agency Express,,51- 200 employees,37 on LinkedIn,"Agency Express is the UK's largest provider of estate agency board services. Our nationwide network of estate agency board operators erect and maintains over 60% of all estate agency boards in the UK.

Our background

Agency Express was set up in 1998 to offer a nationwide professional board service to both corporate and independent estate agencies. Traditionally, boards had been erected by agencies'​ own staff or by local sign companies offering a limited standard of service. As an ex-estate agent, Stephen Watson, the company's founder and Managing Director, saw the need for a reliable nationwide sign service. 

Our comprehensive network

With sustained growth, our company now has over 114 established centres covering the UK from Scotland to Kent and Cornwall, a growing network in Ireland and overseas, and is the recognised leader in the board management field. Our operators benefit from comprehensive training to ensure consistently high standards, and our fleet of smart liveried vans complements the professional image of estate agents.

Our dedicated team

Based at our international head office near Norwich, we have a large dedicated team covering all aspects of the business, from training to design and accounts. It is our centralised accounts department that enables clients to make one single payment for all their board work nationwide - a significant benefit for corporate and any multi-branch agency.",Rectory Road,East Carleton,Norwich,Norfolk,NR14 8HT,GB,"Norwich, Norfolk",1998,"Franchise Opportunities, For Sale Board Management & Maintenance",Privately Held,"Rectory Road, East Carleton, Norwich, Norfolk, NR14 8HT, GB",Real Estate
https://www.linkedin.com/company/19071134,https://www.linkedin.com/company/agenda-adapt,http://www.agendaadapt.co.uk,Agenda Adapt,07518093007,11- 50 employees,4 on LinkedIn,"🤝 Official Certified Amazon Partner

Agenda Adapt provides commerce consultancy, retail readiness and Amazon advertising activation. As an Amazon certified partner, Agenda Adapt aims to simplify the Amazon ecosystem, work as an extension of your team to deliver a trusted managed service.",,,Manchester,Greater Manchester,M4 1DW,GB,"Manchester, Greater Manchester",2018,"Amazon Consultancy, Amazon PPC, Amazon Advertising, Amazon, Keyword Research, PPC Strategy, Display Strategy, Amazon Marketing",Public Company,"Manchester, Greater Manchester, M4 1DW, GB",Marketing & Advertising
https://www.linkedin.com/company/67260203,https://www.linkedin.com/company/agicap-deutschland,https://agicap.com/de/,Agicap Deutschland,+49 30 30808 022,51- 200 employees,75 on LinkedIn,"Mit Agicap kannst Du einfach und effizient Deine Liquidität verfolgen und planen.

✓ AGICAP SOFTWARE 
Agicap ist eine intuitive SaaS-Lösung, mit der sich der Zeitaufwand und die Komplexität der Liquiditätsplanung vergessen lässt. 

CEOs und CFOs ...
... Gewinnen einen besseren Überblick mit zuverlässigen Liquiditätsprognosen
... Ersetzen ihre Excel-Tabelle durch automatisierte Liquiditätskontrolle in Echtzeit
... Reduzieren ihre Kosten
... Erleichtern sich den Zugang zu Finanzierungen der strukturierte Reporte


Jetzt Demo anfordern: https://agicap.com/de",Lobeckstrasse 36-40,,Berlin,,10969,DE,"Berlin, None",2016,"liquiditätsplanung, liquiditätsmanagement, cashflow management, SaaS",Privately Held,"Lobeckstrasse 36-40, Berlin, 10969, DE",Financial Services
